  PID TTY      STAT   TIME COMMAND
    1 ?        Ss     0:01 init [3]
    2 ?        S      0:00 [kthreadd]
    3 ?        I<     0:00 [rcu_gp]
    4 ?        I<     0:00 [rcu_par_gp]
    6 ?        I<     0:00 [kworker/0:0H-kblockd]
    9 ?        I<     0:00 [mm_percpu_wq]
   10 ?        S      0:00 [ksoftirqd/0]
   11 ?        I      0:16 [rcu_sched]
   12 ?        S      0:00 [migration/0]
   13 ?        S      0:00 [cpuhp/0]
   14 ?        S      0:00 [cpuhp/1]
   15 ?        S      0:00 [migration/1]
   16 ?        S      0:00 [ksoftirqd/1]
   18 ?        I<     0:00 [kworker/1:0H-kblockd]
   19 ?        S      0:00 [cpuhp/2]
   20 ?        S      0:00 [migration/2]
   21 ?        S      0:00 [ksoftirqd/2]
   23 ?        I<     0:00 [kworker/2:0H-kblockd]
   24 ?        S      0:00 [cpuhp/3]
   25 ?        S      0:00 [migration/3]
   26 ?        S      0:00 [ksoftirqd/3]
   28 ?        I<     0:00 [kworker/3:0H-kblockd]
   29 ?        S      0:00 [cpuhp/4]
   30 ?        S      0:00 [migration/4]
   31 ?        S      0:00 [ksoftirqd/4]
   33 ?        I<     0:00 [kworker/4:0H-events_highpri]
   34 ?        S      0:00 [cpuhp/5]
   35 ?        S      0:00 [migration/5]
   36 ?        S      0:00 [ksoftirqd/5]
   38 ?        I<     0:00 [kworker/5:0H-kblockd]
   39 ?        S      0:00 [cpuhp/6]
   40 ?        S      0:00 [migration/6]
   41 ?        S      0:00 [ksoftirqd/6]
   43 ?        I<     0:00 [kworker/6:0H-kblockd]
   44 ?        S      0:00 [cpuhp/7]
   45 ?        S      0:00 [migration/7]
   46 ?        S      0:00 [ksoftirqd/7]
   48 ?        I<     0:00 [kworker/7:0H-events_highpri]
   49 ?        S      0:00 [cpuhp/8]
   50 ?        S      0:00 [migration/8]
   51 ?        S      0:00 [ksoftirqd/8]
   52 ?        I      0:00 [kworker/8:0-pm]
   53 ?        I<     0:00 [kworker/8:0H-events_highpri]
   55 ?        S      0:00 [cpuhp/9]
   56 ?        S      0:00 [migration/9]
   57 ?        S      0:00 [ksoftirqd/9]
   58 ?        I      0:00 [kworker/9:0-events]
   59 ?        I<     0:00 [kworker/9:0H-kblockd]
   60 ?        S      0:00 [cpuhp/10]
   61 ?        S      0:00 [migration/10]
   62 ?        S      0:00 [ksoftirqd/10]
   63 ?        I      0:00 [kworker/10:0-events]
   64 ?        I<     0:00 [kworker/10:0H-events_highpri]
   65 ?        S      0:00 [cpuhp/11]
   66 ?        S      0:00 [migration/11]
   67 ?        S      0:00 [ksoftirqd/11]
   68 ?        I      0:00 [kworker/11:0-events]
   69 ?        I<     0:00 [kworker/11:0H-kblockd]
   70 ?        S      0:00 [cpuhp/12]
